what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309419860972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309419863746
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1309419907098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309419907173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309419909792
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.menu.MenuEditor",1309419948331
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309419971494
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309419995742
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1309419998693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309419998782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309420001817
opened,view,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.views.LogCatView",1309420003795
opened,view,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.views.DeviceView",1309420003855
opened,view,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1309420004018
opened,view,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.views.FileExplorerView",1309420004124
activated,perspective,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.Perspective",1309420004187
activated,view,com.android.ide.eclipse.ddms,11.0.0.v201105251008-128486,"com.android.ide.eclipse.ddms.views.LogCatView",1309420006809
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309420046881
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1309420046885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309420046907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1309420058174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309420063339
